combo_label,odd1,odd2,combo_odds,legs_summary,,Combination: Match Result (odd1) - 2nd Half Corners (odd2)
2-Under 6.5,5.4,1.27,6.4,Match Result: Real Sociedad II @ 5.4000  |  2nd Half Corners: Under 6.5 @ 1.2700,,
2-Under 7.5,5.4,1.12,5.6,Match Result: Real Sociedad II @ 5.4000  |  2nd Half Corners: Under 7.5 @ 1.1200,,
X-Over 3.5,4.2,1.3,5.4,Match Result: Draw @ 4.2000  |  2nd Half Corners: Over 3.5 @ 1.3000,,
X-Over 4.5,4.2,1.67,6.7,Match Result: Draw @ 4.2000  |  2nd Half Corners: Over 4.5 @ 1.6700,,
X-Over 5.5,4.2,2.35,9.25,Match Result: Draw @ 4.2000  |  2nd Half Corners: Over 5.5 @ 2.3500,,
X-Over 7.5,4.2,5.6,20,Match Result: Draw @ 4.2000  |  2nd Half Corners: Over 7.5 @ 5.6000,,
X-Under 3.5,4.2,3.3,13.5,Match Result: Draw @ 4.2000  |  2nd Half Corners: Under 3.5 @ 3.3000,,
X-Under 4.5,4.2,2.12,9,Match Result: Draw @ 4.2000  |  2nd Half Corners: Under 4.5 @ 2.1200,,
X-Under 5.5,4.2,1.55,6.6,Match Result: Draw @ 4.2000  |  2nd Half Corners: Under 5.5 @ 1.5500,,
X-Under 7.5,4.2,1.12,4.75,Match Result: Draw @ 4.2000  |  2nd Half Corners: Under 7.5 @ 1.1200,,
1-Over 2.5,2.45,1.16,2.72,Match Result: SD Eibar @ 2.4500  |  2nd Half Corners: Over 2.5 @ 1.1600,,
1-Over 3.5,2.45,1.4,3.25,Match Result: SD Eibar @ 2.4500  |  2nd Half Corners: Over 3.5 @ 1.4000,,
1-Over 5.5,2.45,2.8,6.4,Match Result: SD Eibar @ 2.4500  |  2nd Half Corners: Over 5.5 @ 2.8000,,
1-Over 6.5,2.45,4.45,10,Match Result: SD Eibar @ 2.4500  |  2nd Half Corners: Over 6.5 @ 4.4500,,
1-Under 2.5,2.45,4.8,11.5,Match Result: SD Eibar @ 2.4500  |  2nd Half Corners: Under 2.5 @ 4.8000,,
1-Under 3.5,2.45,2.8,6.8,Match Result: SD Eibar @ 2.4500  |  2nd Half Corners: Under 3.5 @ 2.8000,,
1-Under 4.5,2.45,1.85,4.4,Match Result: SD Eibar @ 2.4500  |  2nd Half Corners: Under 4.5 @ 1.8500,,
1-Under 5.5,2.45,1.4,3.35,Match Result: SD Eibar @ 2.4500  |  2nd Half Corners: Under 5.5 @ 1.4000,,
1-Under 6.5,2.45,1.18,2.82,Match Result: SD Eibar @ 2.4500  |  2nd Half Corners: Under 6.5 @ 1.1800,,
2-Over 2.5,3.4,1.16,3.7,Match Result: UD Las Palmas @ 3.4000  |  2nd Half Corners: Over 2.5 @ 1.1600,,
2-Over 3.5,3.4,1.4,4.55,Match Result: UD Las Palmas @ 3.4000  |  2nd Half Corners: Over 3.5 @ 1.4000,,
2-Over 4.5,3.4,1.9,6.2,Match Result: UD Las Palmas @ 3.4000  |  2nd Half Corners: Over 4.5 @ 1.9000,,
2-Over 5.5,3.4,2.8,8.75,Match Result: UD Las Palmas @ 3.4000  |  2nd Half Corners: Over 5.5 @ 2.8000,,
2-Under 2.5,3.4,4.8,17,Match Result: UD Las Palmas @ 3.4000  |  2nd Half Corners: Under 2.5 @ 4.8000,,
2-Under 3.5,3.4,2.8,9,Match Result: UD Las Palmas @ 3.4000  |  2nd Half Corners: Under 3.5 @ 2.8000,,
2-Under 4.5,3.4,1.85,5.9,Match Result: UD Las Palmas @ 3.4000  |  2nd Half Corners: Under 4.5 @ 1.8500,,
2-Under 5.5,3.4,1.4,4.6,Match Result: UD Las Palmas @ 3.4000  |  2nd Half Corners: Under 5.5 @ 1.4000,,
2-Under 6.5,3.4,1.18,3.9,Match Result: UD Las Palmas @ 3.4000  |  2nd Half Corners: Under 6.5 @ 1.1800,,
X-Over 2.5,2.87,1.16,3.4,Match Result: Draw @ 2.8700  |  2nd Half Corners: Over 2.5 @ 1.1600,,
X-Over 3.5,2.87,1.4,4.2,Match Result: Draw @ 2.8700  |  2nd Half Corners: Over 3.5 @ 1.4000,,
X-Over 4.5,2.87,1.9,5.8,Match Result: Draw @ 2.8700  |  2nd Half Corners: Over 4.5 @ 1.9000,,
X-Over 5.5,2.87,2.8,8.5,Match Result: Draw @ 2.8700  |  2nd Half Corners: Over 5.5 @ 2.8000,,
X-Over 6.5,2.87,4.45,13.5,Match Result: Draw @ 2.8700  |  2nd Half Corners: Over 6.5 @ 4.4500,,
X-Under 2.5,2.87,4.8,14,Match Result: Draw @ 2.8700  |  2nd Half Corners: Under 2.5 @ 4.8000,,
X-Under 3.5,2.87,2.8,7.9,Match Result: Draw @ 2.8700  |  2nd Half Corners: Under 3.5 @ 2.8000,,
X-Under 4.5,2.87,1.85,5.2,Match Result: Draw @ 2.8700  |  2nd Half Corners: Under 4.5 @ 1.8500,,
X-Under 5.5,2.87,1.4,4.05,Match Result: Draw @ 2.8700  |  2nd Half Corners: Under 5.5 @ 1.4000,,
X-Under 6.5,2.87,1.18,3.45,Match Result: Draw @ 2.8700  |  2nd Half Corners: Under 6.5 @ 1.1800,,
1-Over 2.5,1.98,1.14,2.18,Match Result: Malaga CF @ 1.9800  |  2nd Half Corners: Over 2.5 @ 1.1400,,
1-Over 3.5,1.98,1.36,2.65,Match Result: Malaga CF @ 1.9800  |  2nd Half Corners: Over 3.5 @ 1.3600,,
1-Over 4.5,1.98,1.8,3.5,Match Result: Malaga CF @ 1.9800  |  2nd Half Corners: Over 4.5 @ 1.8000,,
1-Over 6.5,1.98,4.1,7.7,Match Result: Malaga CF @ 1.9800  |  2nd Half Corners: Over 6.5 @ 4.1000,,
1-Under 2.5,1.98,5.1,9.5,Match Result: Malaga CF @ 1.9800  |  2nd Half Corners: Under 2.5 @ 5.1000,,
1-Under 3.5,1.98,3,5.4,Match Result: Malaga CF @ 1.9800  |  2nd Half Corners: Under 3.5 @ 3.0000,,
1-Under 4.5,1.98,1.93,3.6,Match Result: Malaga CF @ 1.9800  |  2nd Half Corners: Under 4.5 @ 1.9300,,
1-Under 5.5,1.98,1.45,2.72,Match Result: Malaga CF @ 1.9800  |  2nd Half Corners: Under 5.5 @ 1.4500,,
1-Under 6.5,1.98,1.21,2.3,Match Result: Malaga CF @ 1.9800  |  2nd Half Corners: Under 6.5 @ 1.2100,,
2-Over 2.5,3.95,1.14,4.3,Match Result: CD Leganes @ 3.9500  |  2nd Half Corners: Over 2.5 @ 1.1400,,
2-Over 3.5,3.95,1.36,5.2,Match Result: CD Leganes @ 3.9500  |  2nd Half Corners: Over 3.5 @ 1.3600,,
2-Over 4.5,3.95,1.8,6.8,Match Result: CD Leganes @ 3.9500  |  2nd Half Corners: Over 4.5 @ 1.8000,,
2-Over 5.5,3.95,2.62,9.75,Match Result: CD Leganes @ 3.9500  |  2nd Half Corners: Over 5.5 @ 2.6200,,
2-Over 6.5,3.95,4.1,15.5,Match Result: CD Leganes @ 3.9500  |  2nd Half Corners: Over 6.5 @ 4.1000,,
2-Under 2.5,3.95,5.1,20,Match Result: CD Leganes @ 3.9500  |  2nd Half Corners: Under 2.5 @ 5.1000,,
2-Under 3.5,3.95,3,11.25,Match Result: CD Leganes @ 3.9500  |  2nd Half Corners: Under 3.5 @ 3.0000,,
2-Under 4.5,3.95,1.93,7.4,Match Result: CD Leganes @ 3.9500  |  2nd Half Corners: Under 4.5 @ 1.9300,,
2-Under 5.5,3.95,1.45,5.6,Match Result: CD Leganes @ 3.9500  |  2nd Half Corners: Under 5.5 @ 1.4500,,
2-Under 6.5,3.95,1.21,4.65,Match Result: CD Leganes @ 3.9500  |  2nd Half Corners: Under 6.5 @ 1.2100,,
X-Over 2.5,3.45,1.14,3.85,Match Result: Draw @ 3.4500  |  2nd Half Corners: Over 2.5 @ 1.1400,,
X-Over 3.5,3.45,1.36,4.6,Match Result: Draw @ 3.4500  |  2nd Half Corners: Over 3.5 @ 1.3600,,
X-Over 4.5,3.45,1.8,6,Match Result: Draw @ 3.4500  |  2nd Half Corners: Over 4.5 @ 1.8000,,
X-Over 5.5,3.45,2.62,8.5,Match Result: Draw @ 3.4500  |  2nd Half Corners: Over 5.5 @ 2.6200,,
X-Over 6.5,3.45,4.1,13.5,Match Result: Draw @ 3.4500  |  2nd Half Corners: Over 6.5 @ 4.1000,,
X-Under 2.5,3.45,5.1,18,Match Result: Draw @ 3.4500  |  2nd Half Corners: Under 2.5 @ 5.1000,,
X-Under 3.5,3.45,3,10.5,Match Result: Draw @ 3.4500  |  2nd Half Corners: Under 3.5 @ 3.0000,,
X-Under 4.5,3.45,1.93,6.7,Match Result: Draw @ 3.4500  |  2nd Half Corners: Under 4.5 @ 1.9300,,
X-Under 5.5,3.45,1.45,5.1,Match Result: Draw @ 3.4500  |  2nd Half Corners: Under 5.5 @ 1.4500,,
X-Under 6.5,3.45,1.21,4.2,Match Result: Draw @ 3.4500  |  2nd Half Corners: Under 6.5 @ 1.2100,,
1-Over 2.5,1.82,1.12,1.98,Match Result: Granada CF @ 1.8200  |  2nd Half Corners: Over 2.5 @ 1.1200,,
1-Over 3.5,1.82,1.32,2.32,Match Result: Granada CF @ 1.8200  |  2nd Half Corners: Over 3.5 @ 1.3200,,
1-Over 4.5,1.82,1.7,2.95,Match Result: Granada CF @ 1.8200  |  2nd Half Corners: Over 4.5 @ 1.7000,,
1-Over 5.5,1.82,2.4,4.15,Match Result: Granada CF @ 1.8200  |  2nd Half Corners: Over 5.5 @ 2.4000,,
1-Under 2.5,1.82,5.7,9.75,Match Result: Granada CF @ 1.8200  |  2nd Half Corners: Under 2.5 @ 5.7000,,
1-Under 3.5,1.82,3.25,5.7,Match Result: Granada CF @ 1.8200  |  2nd Half Corners: Under 3.5 @ 3.2500,,
1-Under 4.5,1.82,2.07,3.65,Match Result: Granada CF @ 1.8200  |  2nd Half Corners: Under 4.5 @ 2.0700,,
1-Under 5.5,1.82,1.53,2.72,Match Result: Granada CF @ 1.8200  |  2nd Half Corners: Under 5.5 @ 1.5300,,
1-Under 6.5,1.82,1.25,2.2,Match Result: Granada CF @ 1.8200  |  2nd Half Corners: Under 6.5 @ 1.2500,,
2-Over 2.5,4.85,1.12,5.3,Match Result: SD Huesca @ 4.8500  |  2nd Half Corners: Over 2.5 @ 1.1200,,
2-Over 3.5,4.85,1.32,6.3,Match Result: SD Huesca @ 4.8500  |  2nd Half Corners: Over 3.5 @ 1.3200,,
2-Over 5.5,4.85,2.4,11,Match Result: SD Huesca @ 4.8500  |  2nd Half Corners: Over 5.5 @ 2.4000,,
2-Over 6.5,4.85,3.65,16.5,Match Result: SD Huesca @ 4.8500  |  2nd Half Corners: Over 6.5 @ 3.6500,,
2-Under 2.5,4.85,5.7,28,Match Result: SD Huesca @ 4.8500  |  2nd Half Corners: Under 2.5 @ 5.7000,,
2-Under 3.5,4.85,3.25,15.5,Match Result: SD Huesca @ 4.8500  |  2nd Half Corners: Under 3.5 @ 3.2500,,
2-Under 4.5,4.85,2.07,10.25,Match Result: SD Huesca @ 4.8500  |  2nd Half Corners: Under 4.5 @ 2.0700,,
2-Under 5.5,4.85,1.53,7.5,Match Result: SD Huesca @ 4.8500  |  2nd Half Corners: Under 5.5 @ 1.5300,,
2-Under 6.5,4.85,1.25,6.1,Match Result: SD Huesca @ 4.8500  |  2nd Half Corners: Under 6.5 @ 1.2500,,
X-Over 2.5,3.4,1.12,3.8,Match Result: Draw @ 3.4000  |  2nd Half Corners: Over 2.5 @ 1.1200,,
X-Over 3.5,3.4,1.32,4.45,Match Result: Draw @ 3.4000  |  2nd Half Corners: Over 3.5 @ 1.3200,,
X-Over 5.5,3.4,2.4,7.9,Match Result: Draw @ 3.4000  |  2nd Half Corners: Over 5.5 @ 2.4000,,
X-Over 6.5,3.4,3.65,11.75,Match Result: Draw @ 3.4000  |  2nd Half Corners: Over 6.5 @ 3.6500,,
X-Under 2.5,3.4,5.7,18,Match Result: Draw @ 3.4000  |  2nd Half Corners: Under 2.5 @ 5.7000,,
X-Under 4.5,3.4,2.07,7,Match Result: Draw @ 3.4000  |  2nd Half Corners: Under 4.5 @ 2.0700,,
X-Under 5.5,3.4,1.53,5.2,Match Result: Draw @ 3.4000  |  2nd Half Corners: Under 5.5 @ 1.5300,,
X-Under 6.5,3.4,1.25,4.3,Match Result: Draw @ 3.4000  |  2nd Half Corners: Under 6.5 @ 1.2500,,
1-Over 2.5,2.22,1.14,2.45,Match Result: Real Valladolid @ 2.2200  |  2nd Half Corners: Over 2.5 @ 1.1400,,
1-Over 3.5,2.22,1.36,2.92,Match Result: Real Valladolid @ 2.2200  |  2nd Half Corners: Over 3.5 @ 1.3600,,
1-Over 4.5,2.22,1.8,3.85,Match Result: Real Valladolid @ 2.2200  |  2nd Half Corners: Over 4.5 @ 1.8000,,
1-Over 5.5,2.22,2.57,5.4,Match Result: Real Valladolid @ 2.2200  |  2nd Half Corners: Over 5.5 @ 2.5700,,
1-Over 6.5,2.22,4.05,8.25,Match Result: Real Valladolid @ 2.2200  |  2nd Half Corners: Over 6.5 @ 4.0500,,
1-Under 2.5,2.22,5.2,11.5,Match Result: Real Valladolid @ 2.2200  |  2nd Half Corners: Under 2.5 @ 5.2000,,
1-Under 3.5,2.22,3,6.5,Match Result: Real Valladolid @ 2.2200  |  2nd Half Corners: Under 3.5 @ 3.0000,,
1-Under 4.5,2.22,1.95,4.2,Match Result: Real Valladolid @ 2.2200  |  2nd Half Corners: Under 4.5 @ 1.9500,,
1-Under 5.5,2.22,1.47,3.2,Match Result: Real Valladolid @ 2.2200  |  2nd Half Corners: Under 5.5 @ 1.4700,,
1-Under 6.5,2.22,1.21,2.62,Match Result: Real Valladolid @ 2.2200  |  2nd Half Corners: Under 6.5 @ 1.2100,,
2-Over 2.5,3.75,1.14,4.1,Match Result: Burgos CF @ 3.7500  |  2nd Half Corners: Over 2.5 @ 1.1400,,
2-Over 3.5,3.75,1.36,4.8,Match Result: Burgos CF @ 3.7500  |  2nd Half Corners: Over 3.5 @ 1.3600,,
2-Over 4.5,3.75,1.8,6.2,Match Result: Burgos CF @ 3.7500  |  2nd Half Corners: Over 4.5 @ 1.8000,,
2-Under 2.5,3.75,5.2,18,Match Result: Burgos CF @ 3.7500  |  2nd Half Corners: Under 2.5 @ 5.2000,,
2-Under 3.5,3.75,3,11,Match Result: Burgos CF @ 3.7500  |  2nd Half Corners: Under 3.5 @ 3.0000,,
X-Over 2.5,3,1.14,3.45,Match Result: Draw @ 3.0000  |  2nd Half Corners: Over 2.5 @ 1.1400,,
X-Over 4.5,3,1.8,5.5,Match Result: Draw @ 3.0000  |  2nd Half Corners: Over 4.5 @ 1.8000,,
X-Over 5.5,3,2.57,7.9,Match Result: Draw @ 3.0000  |  2nd Half Corners: Over 5.5 @ 2.5700,,
X-Over 6.5,3,4.05,12,Match Result: Draw @ 3.0000  |  2nd Half Corners: Over 6.5 @ 4.0500,,
X-Under 2.5,3,5.2,15.5,Match Result: Draw @ 3.0000  |  2nd Half Corners: Under 2.5 @ 5.2000,,
X-Under 3.5,3,3,8.75,Match Result: Draw @ 3.0000  |  2nd Half Corners: Under 3.5 @ 3.0000,,
X-Under 4.5,3,1.95,5.7,Match Result: Draw @ 3.0000  |  2nd Half Corners: Under 4.5 @ 1.9500,,
X-Under 5.5,3,1.47,4.35,Match Result: Draw @ 3.0000  |  2nd Half Corners: Under 5.5 @ 1.4700,,
X-Under 6.5,3,1.21,3.65,Match Result: Draw @ 3.0000  |  2nd Half Corners: Under 6.5 @ 1.2100,,
2-Over 5.5,3.75,2.57,9.25,Match Result: Burgos CF @ 3.7500  |  2nd Half Corners: Over 5.5 @ 2.5700,,
2-Over 6.5,3.75,4.05,13.5,Match Result: Burgos CF @ 3.7500  |  2nd Half Corners: Over 6.5 @ 4.0500,,
2-Under 4.5,3.75,1.95,7.3,Match Result: Burgos CF @ 3.7500  |  2nd Half Corners: Under 4.5 @ 1.9500,,
2-Under 5.5,3.75,1.47,5.3,Match Result: Burgos CF @ 3.7500  |  2nd Half Corners: Under 5.5 @ 1.4700,,
2-Under 6.5,3.75,1.21,4.4,Match Result: Burgos CF @ 3.7500  |  2nd Half Corners: Under 6.5 @ 1.2100,,
1-Over 2.5,1.78,1.13,1.95,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Over 2.5 @ 1.1300,,
1-Over 3.5,1.78,1.34,2.37,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Over 3.5 @ 1.3400,,
1-Over 5.5,1.78,2.5,4.45,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Over 5.5 @ 2.5000,,
1-Under 5.5,1.78,1.5,2.52,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Under 5.5 @ 1.5000,,
1-Over 1.5,1.78,1.03,1.78,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Over 1.5 @ 1.0300,,
1-Over 4.5,1.78,1.75,3.1,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Over 4.5 @ 1.7500,,
1-Over 6.5,1.78,3.9,7,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Over 6.5 @ 3.9000,,
1-Over 7.5,1.78,6.1,10.75,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Over 7.5 @ 6.1000,,
1-Over 9.5,1.78,11.75,21,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Over 9.5 @ 11.7500,,
1-Under 4.5,1.78,2,3.3,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Under 4.5 @ 2.0000,,
1-Under 6.5,1.78,1.23,2.07,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Under 6.5 @ 1.2300,,
1-Under 7.5,1.78,1.1,1.88,Match Result: RC Strasbourg @ 1.7800  |  2nd Half Corners: Under 7.5 @ 1.1000,,
X-Over 6.5,3.85,3.9,14,Match Result: Draw @ 3.8500  |  2nd Half Corners: Over 6.5 @ 3.9000,,
X-Under 3.5,3.85,3.1,12,Match Result: Draw @ 3.8500  |  2nd Half Corners: Under 3.5 @ 3.1000,,
X-Under 5.5,3.85,1.5,5.9,Match Result: Draw @ 3.8500  |  2nd Half Corners: Under 5.5 @ 1.5000,,
2-Over 5.5,4.35,2.5,9.25,Match Result: Paris FC @ 4.3500  |  2nd Half Corners: Over 5.5 @ 2.5000,,
2-Over 9.5,4.35,11.75,29,Match Result: Paris FC @ 4.3500  |  2nd Half Corners: Over 9.5 @ 11.7500,,
1-Over 1.5,2.35,1.03,2.35,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Over 1.5 @ 1.0300,,
1-Over 2.5,2.35,1.11,2.5,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Over 2.5 @ 1.1100,,
1-Under 1.5,2.35,10.25,21,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Under 1.5 @ 10.2500,,
1-Over 3.5,2.35,1.3,3,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Over 3.5 @ 1.3000,,
1-Under 2.5,2.35,5.9,13,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Under 2.5 @ 5.9000,,
1-Under 3.5,2.35,3.35,7.1,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Under 3.5 @ 3.3500,,
1-Over 4.5,2.35,1.65,3.8,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Over 4.5 @ 1.6500,,
1-Over 5.5,2.35,2.32,5.2,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Over 5.5 @ 2.3200,,
1-Under 4.5,2.35,2.15,4.7,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Under 4.5 @ 2.1500,,
1-Under 5.5,2.35,1.57,3.5,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Under 5.5 @ 1.5700,,
1-Over 6.5,2.35,3.5,7.9,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Over 6.5 @ 3.5000,,
1-Under 6.5,2.35,1.28,2.87,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Under 6.5 @ 1.2800,,
1-Over 7.5,2.35,5.5,11.75,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Over 7.5 @ 5.5000,,
1-Over 8.5,2.35,8,17,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Over 8.5 @ 8.0000,,
1-Under 7.5,2.35,1.13,2.57,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Under 7.5 @ 1.1300,,
1-Under 8.5,2.35,1.06,2.4,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Under 8.5 @ 1.0600,,
1-Over 9.5,2.35,11,23,Match Result: AJ Auxerre @ 2.3500  |  2nd Half Corners: Over 9.5 @ 11.0000,,
X-Over 1.5,3.2,1.03,3.3,Match Result: Draw @ 3.2000  |  2nd Half Corners: Over 1.5 @ 1.0300,,
X-Over 2.5,3.2,1.11,3.6,Match Result: Draw @ 3.2000  |  2nd Half Corners: Over 2.5 @ 1.1100,,
X-Under 1.5,3.2,10.25,32,Match Result: Draw @ 3.2000  |  2nd Half Corners: Under 1.5 @ 10.2500,,
X-Under 2.5,3.2,5.9,16.5,Match Result: Draw @ 3.2000  |  2nd Half Corners: Under 2.5 @ 5.9000,,
X-Over 3.5,3.2,1.3,4.2,Match Result: Draw @ 3.2000  |  2nd Half Corners: Over 3.5 @ 1.3000,,
X-Over 4.5,3.2,1.65,5.4,Match Result: Draw @ 3.2000  |  2nd Half Corners: Over 4.5 @ 1.6500,,
X-Under 3.5,3.2,3.35,10.25,Match Result: Draw @ 3.2000  |  2nd Half Corners: Under 3.5 @ 3.3500,,
X-Over 5.5,3.2,2.32,7.3,Match Result: Draw @ 3.2000  |  2nd Half Corners: Over 5.5 @ 2.3200,,
X-Under 4.5,3.2,2.15,6.7,Match Result: Draw @ 3.2000  |  2nd Half Corners: Under 4.5 @ 2.1500,,
X-Under 5.5,3.2,1.57,5,Match Result: Draw @ 3.2000  |  2nd Half Corners: Under 5.5 @ 1.5700,,
X-Over 6.5,3.2,3.5,11.5,Match Result: Draw @ 3.2000  |  2nd Half Corners: Over 6.5 @ 3.5000,,
X-Over 7.5,3.2,5.5,17.5,Match Result: Draw @ 3.2000  |  2nd Half Corners: Over 7.5 @ 5.5000,,
X-Under 6.5,3.2,1.28,4.05,Match Result: Draw @ 3.2000  |  2nd Half Corners: Under 6.5 @ 1.2800,,
X-Over 8.5,3.2,8,25,Match Result: Draw @ 3.2000  |  2nd Half Corners: Over 8.5 @ 8.0000,,
X-Under 8.5,3.2,1.06,3.4,Match Result: Draw @ 3.2000  |  2nd Half Corners: Under 8.5 @ 1.0600,,
2-Over 1.5,3.2,1.03,3.2,Match Result: Stade Brestois 29 @ 3.2000  |  2nd Half Corners: Over 1.5 @ 1.0300,,
X-Over 9.5,3.2,11,37,Match Result: Draw @ 3.2000  |  2nd Half Corners: Over 9.5 @ 11.0000,,
X-Under 9.5,3.2,1.02,3.25,Match Result: Draw @ 3.2000  |  2nd Half Corners: Under 9.5 @ 1.0200,,
2-Under 1.5,3.2,10.25,28,Match Result: Stade Brestois 29 @ 3.2000  |  2nd Half Corners: Under 1.5 @ 10.2500,,
2-Under 2.5,3.2,5.9,18,Match Result: Stade Brestois 29 @ 3.2000  |  2nd Half Corners: Under 2.5 @ 5.9000,,
2-Over 3.5,3.2,1.3,4,Match Result: Stade Brestois 29 @ 3.2000  |  2nd Half Corners: Over 3.5 @ 1.3000,,
2-Under 3.5,3.2,3.35,10.5,Match Result: Stade Brestois 29 @ 3.2000  |  2nd Half Corners: Under 3.5 @ 3.3500,,
2-Over 5.5,3.2,2.32,6.8,Match Result: Stade Brestois 29 @ 3.2000  |  2nd Half Corners: Over 5.5 @ 2.3200,,
2-Over 7.5,3.2,5.5,15,Match Result: Stade Brestois 29 @ 3.2000  |  2nd Half Corners: Over 7.5 @ 5.5000,,
2-Over 8.5,3.2,8,22,Match Result: Stade Brestois 29 @ 3.2000  |  2nd Half Corners: Over 8.5 @ 8.0000,,
2-Under 7.5,3.2,1.13,3.55,Match Result: Stade Brestois 29 @ 3.2000  |  2nd Half Corners: Under 7.5 @ 1.1300,,
1-Over 3.5,2.4,1.24,2.92,Match Result: Stade Lavallois MFC @ 2.4000  |  2nd Half Corners: Over 3.5 @ 1.2400,,
1-Under 3.5,2.4,3.8,9,Match Result: Stade Lavallois MFC @ 2.4000  |  2nd Half Corners: Under 3.5 @ 3.8000,,
1-Over 4.5,2.4,1.53,3.55,Match Result: Stade Lavallois MFC @ 2.4000  |  2nd Half Corners: Over 4.5 @ 1.5300,,
1-Over 5.5,2.4,2.07,4.8,Match Result: Stade Lavallois MFC @ 2.4000  |  2nd Half Corners: Over 5.5 @ 2.0700,,
1-Under 4.5,2.4,2.4,5.8,Match Result: Stade Lavallois MFC @ 2.4000  |  2nd Half Corners: Under 4.5 @ 2.4000,,
1-Over 6.5,2.4,3.05,7,Match Result: Stade Lavallois MFC @ 2.4000  |  2nd Half Corners: Over 6.5 @ 3.0500,,
1-Under 5.5,2.4,1.7,4.1,Match Result: Stade Lavallois MFC @ 2.4000  |  2nd Half Corners: Under 5.5 @ 1.7000,,
1-Over 7.5,2.4,4.75,11,Match Result: Stade Lavallois MFC @ 2.4000  |  2nd Half Corners: Over 7.5 @ 4.7500,,
1-Under 6.5,2.4,1.34,3.2,Match Result: Stade Lavallois MFC @ 2.4000  |  2nd Half Corners: Under 6.5 @ 1.3400,,
1-Under 7.5,2.4,1.16,2.75,Match Result: Stade Lavallois MFC @ 2.4000  |  2nd Half Corners: Under 7.5 @ 1.1600,,
X-Over 3.5,2.92,1.24,3.75,Match Result: Draw @ 2.9200  |  2nd Half Corners: Over 3.5 @ 1.2400,,
X-Over 4.5,2.92,1.53,4.65,Match Result: Draw @ 2.9200  |  2nd Half Corners: Over 4.5 @ 1.5300,,
X-Under 3.5,2.92,3.8,10.25,Match Result: Draw @ 2.9200  |  2nd Half Corners: Under 3.5 @ 3.8000,,
X-Under 4.5,2.92,2.4,6.7,Match Result: Draw @ 2.9200  |  2nd Half Corners: Under 4.5 @ 2.4000,,
X-Over 5.5,2.92,2.07,6.2,Match Result: Draw @ 2.9200  |  2nd Half Corners: Over 5.5 @ 2.0700,,
X-Over 6.5,2.92,3.05,8.75,Match Result: Draw @ 2.9200  |  2nd Half Corners: Over 6.5 @ 3.0500,,
X-Under 5.5,2.92,1.7,4.9,Match Result: Draw @ 2.9200  |  2nd Half Corners: Under 5.5 @ 1.7000,,
X-Over 7.5,2.92,4.75,13.5,Match Result: Draw @ 2.9200  |  2nd Half Corners: Over 7.5 @ 4.7500,,
X-Under 6.5,2.92,1.34,3.95,Match Result: Draw @ 2.9200  |  2nd Half Corners: Under 6.5 @ 1.3400,,
X-Under 7.5,2.92,1.16,3.45,Match Result: Draw @ 2.9200  |  2nd Half Corners: Under 7.5 @ 1.1600,,
2-Over 3.5,3.45,1.24,4.25,Match Result: Grenoble Foot 38 @ 3.4500  |  2nd Half Corners: Over 3.5 @ 1.2400,,
2-Over 4.5,3.45,1.53,5.3,Match Result: Grenoble Foot 38 @ 3.4500  |  2nd Half Corners: Over 4.5 @ 1.5300,,
2-Under 3.5,3.45,3.8,13,Match Result: Grenoble Foot 38 @ 3.4500  |  2nd Half Corners: Under 3.5 @ 3.8000,,
2-Under 4.5,3.45,2.4,8.25,Match Result: Grenoble Foot 38 @ 3.4500  |  2nd Half Corners: Under 4.5 @ 2.4000,,
2-Under 5.5,3.45,1.7,5.9,Match Result: Grenoble Foot 38 @ 3.4500  |  2nd Half Corners: Under 5.5 @ 1.7000,,
