combo_label,odd1,odd2,combo_odds,legs_summary,,Combination: Match Result (odd1) - Over/Under Corners (odd2)
1-Over 9.5,1.62,2.02,3.3,Match Result: Ρότσντεϊλ @ 1.6200  |  Over/Under Corners: Over 9.5 @ 2.0200,,
1-Under 9.5,1.62,1.75,2.8,Match Result: Ρότσντεϊλ @ 1.6200  |  Over/Under Corners: Under 9.5 @ 1.7500,,
2-Over 9.5,4.9,2.02,9.5,Match Result: Σκάνθορπ @ 4.9000  |  Over/Under Corners: Over 9.5 @ 2.0200,,
2-Under 9.5,4.9,1.75,9,Match Result: Σκάνθορπ @ 4.9000  |  Over/Under Corners: Under 9.5 @ 1.7500,,
X-Over 9.5,4.05,2.02,7.7,Match Result: Ισοπαλία @ 4.0500  |  Over/Under Corners: Over 9.5 @ 2.0200,,
X-Under 9.5,4.05,1.75,7.1,Match Result: Ισοπαλία @ 4.0500  |  Over/Under Corners: Under 9.5 @ 1.7500,,
1-Over 10.5,2.5,2.07,5,Match Result: Καρλάιλ @ 2.5000  |  Over/Under Corners: Over 10.5 @ 2.0700,,
1-Under 10.5,2.5,1.7,4.3,Match Result: Καρλάιλ @ 2.5000  |  Over/Under Corners: Under 10.5 @ 1.7000,,
2-Over 10.5,2.57,2.07,5.2,Match Result: Μπόρεχαμ Γουντ @ 2.5700  |  Over/Under Corners: Over 10.5 @ 2.0700,,
2-Under 10.5,2.57,1.7,4.45,Match Result: Μπόρεχαμ Γουντ @ 2.5700  |  Over/Under Corners: Under 10.5 @ 1.7000,,
X-Over 10.5,3.6,2.07,7.7,Match Result: Ισοπαλία @ 3.6000  |  Over/Under Corners: Over 10.5 @ 2.0700,,
X-Under 10.5,3.6,1.7,5.9,Match Result: Ισοπαλία @ 3.6000  |  Over/Under Corners: Under 10.5 @ 1.7000,,
1-Over 10.5,2.35,2.1,4.9,Match Result: Σάντα Κλάρα @ 2.3500  |  Over/Under Corners: Over 10.5 @ 2.1000,,
1-Under 10.5,2.35,1.67,3.65,Match Result: Σάντα Κλάρα @ 2.3500  |  Over/Under Corners: Under 10.5 @ 1.6700,,
2-Over 10.5,3.3,2.1,6.2,Match Result: Νασιονάλ Μαδέιρα @ 3.3000  |  Over/Under Corners: Over 10.5 @ 2.1000,,
2-Under 10.5,3.3,1.67,5.6,Match Result: Νασιονάλ Μαδέιρα @ 3.3000  |  Over/Under Corners: Under 10.5 @ 1.6700,,
X-Over 10.5,3.15,2.1,6.7,Match Result: Ισοπαλία @ 3.1500  |  Over/Under Corners: Over 10.5 @ 2.1000,,
X-Under 10.5,3.15,1.67,5,Match Result: Ισοπαλία @ 3.1500  |  Over/Under Corners: Under 10.5 @ 1.6700,,
1-Over 8.5,4.65,1.75,8,Match Result: Λειψία (Γ) @ 4.6500  |  Over/Under Corners: Over 8.5 @ 1.7500,,
1-Under 8.5,4.65,2.02,9.25,Match Result: Λειψία (Γ) @ 4.6500  |  Over/Under Corners: Under 8.5 @ 2.0200,,
2-Over 8.5,1.57,1.75,2.7,Match Result: Λεβερκούζεν (Γ) @ 1.5700  |  Over/Under Corners: Over 8.5 @ 1.7500,,
2-Under 8.5,1.57,2.02,3.25,Match Result: Λεβερκούζεν (Γ) @ 1.5700  |  Over/Under Corners: Under 8.5 @ 2.0200,,
X-Over 8.5,3.95,1.75,7,Match Result: Ισοπαλία @ 3.9500  |  Over/Under Corners: Over 8.5 @ 1.7500,,
X-Under 8.5,3.95,2.02,7.8,Match Result: Ισοπαλία @ 3.9500  |  Over/Under Corners: Under 8.5 @ 2.0200,,
1-Over 10.5,2.32,2.12,4.6,Match Result: Άλμερε Σίτι @ 2.3200  |  Over/Under Corners: Over 10.5 @ 2.1200,,
1-Under 10.5,2.32,1.67,3.65,Match Result: Άλμερε Σίτι @ 2.3200  |  Over/Under Corners: Under 10.5 @ 1.6700,,
2-Under 10.5,3,1.67,4.85,Match Result: Βίλεμ ΙΙ Τίλμπουργκ @ 3.0000  |  Over/Under Corners: Under 10.5 @ 1.6700,,
X-Over 10.5,3.5,2.12,7.3,Match Result: Ισοπαλία @ 3.5000  |  Over/Under Corners: Over 10.5 @ 2.1200,,
X-Under 10.5,3.5,1.67,5.7,Match Result: Ισοπαλία @ 3.5000  |  Over/Under Corners: Under 10.5 @ 1.6700,,
