combo_label,odd1,odd2,combo_odds,legs_summary,,Combination: Match Result (odd1) - 1st Half Corners (odd2)
1-Over 3.5,2.42,1.36,3.2,Match Result: Σεβίλλη @ 2.4200  |  1st Half Corners: Over 3.5 @ 1.3600,,
1-Over 5.5,2.42,2.65,5.9,Match Result: Σεβίλλη @ 2.4200  |  1st Half Corners: Over 5.5 @ 2.6500,,
1-Over 6.5,2.42,4.1,9,Match Result: Σεβίλλη @ 2.4200  |  1st Half Corners: Over 6.5 @ 4.1000,,
1-Over 7.5,2.42,6.4,14,Match Result: Σεβίλλη @ 2.4200  |  1st Half Corners: Over 7.5 @ 6.4000,,
1-Under 1.5,2.42,9.5,20,Match Result: Σεβίλλη @ 2.4200  |  1st Half Corners: Under 1.5 @ 9.5000,,
1-Under 2.5,2.42,5.2,11.25,Match Result: Σεβίλλη @ 2.4200  |  1st Half Corners: Under 2.5 @ 5.2000,,
1-Under 3.5,2.42,2.95,6.4,Match Result: Σεβίλλη @ 2.4200  |  1st Half Corners: Under 3.5 @ 2.9500,,
1-Under 5.5,2.42,1.45,3.35,Match Result: Σεβίλλη @ 2.4200  |  1st Half Corners: Under 5.5 @ 1.4500,,
1-Under 6.5,2.42,1.21,2.8,Match Result: Σεβίλλη @ 2.4200  |  1st Half Corners: Under 6.5 @ 1.2100,,
1-Under 7.5,2.42,1.09,2.52,Match Result: Σεβίλλη @ 2.4200  |  1st Half Corners: Under 7.5 @ 1.0900,,
2-Over 1.5,2.87,1.04,2.87,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Over 1.5 @ 1.0400,,
2-Over 2.5,2.87,1.14,3.15,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Over 2.5 @ 1.1400,,
2-Over 3.5,2.87,1.36,3.75,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Over 3.5 @ 1.3600,,
2-Over 5.5,2.87,2.65,6.9,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Over 5.5 @ 2.6500,,
2-Over 6.5,2.87,4.1,10.75,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Over 6.5 @ 4.1000,,
2-Over 7.5,2.87,6.4,16,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Over 7.5 @ 6.4000,,
2-Over 8.5,2.87,9.25,24,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Over 8.5 @ 9.2500,,
2-Under 1.5,2.87,9.5,27,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Under 1.5 @ 9.5000,,
2-Under 3.5,2.87,2.95,8.25,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Under 3.5 @ 2.9500,,
2-Under 5.5,2.87,1.45,4.1,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Under 5.5 @ 1.4500,,
2-Under 6.5,2.87,1.21,3.4,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Under 6.5 @ 1.2100,,
2-Under 7.5,2.87,1.09,3.05,Match Result: Ρεάλ Σοσιεδάδ @ 2.8700  |  1st Half Corners: Under 7.5 @ 1.0900,,
X-Over 1.5,3.45,1.04,3.55,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Over 1.5 @ 1.0400,,
X-Over 2.5,3.45,1.14,3.9,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Over 2.5 @ 1.1400,,
X-Over 3.5,3.45,1.36,4.7,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Over 3.5 @ 1.3600,,
X-Over 6.5,3.45,4.1,14.5,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Over 6.5 @ 4.1000,,
X-Over 7.5,3.45,6.4,21,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Over 7.5 @ 6.4000,,
X-Over 8.5,3.45,9.25,32,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Over 8.5 @ 9.2500,,
X-Over 9.5,3.45,11.75,40,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Over 9.5 @ 11.7500,,
X-Under 1.5,3.45,9.5,29,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Under 1.5 @ 9.5000,,
X-Under 2.5,3.45,5.2,17,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Under 2.5 @ 5.2000,,
X-Under 3.5,3.45,2.95,9.5,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Under 3.5 @ 2.9500,,
X-Under 5.5,3.45,1.45,4.8,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Under 5.5 @ 1.4500,,
X-Under 6.5,3.45,1.21,4.05,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Under 6.5 @ 1.2100,,
X-Under 7.5,3.45,1.09,3.7,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Under 7.5 @ 1.0900,,
X-Under 9.5,3.45,1.015,3.45,Match Result: Ισοπαλία @ 3.4500  |  1st Half Corners: Under 9.5 @ 1.0150,,
1-Over 4.5,1.85,2.2,3.95,Match Result: Gimcheon Sangmu FC @ 1.8500  |  1st Half Corners: Over 4.5 @ 2.2000,,
1-Under 4.5,1.85,1.62,3,Match Result: Gimcheon Sangmu FC @ 1.8500  |  1st Half Corners: Under 4.5 @ 1.6200,,
X-Over 4.5,3.35,2.2,7,Match Result: Draw @ 3.3500  |  1st Half Corners: Over 4.5 @ 2.2000,,
2-Over 4.5,4.3,2.2,9.5,Match Result: Gwangju FC @ 4.3000  |  1st Half Corners: Over 4.5 @ 2.2000,,
2-Under 4.5,4.3,1.62,7.3,Match Result: Gwangju FC @ 4.3000  |  1st Half Corners: Under 4.5 @ 1.6200,,
X-Under 4.5,3.35,1.62,5.4,Match Result: Draw @ 3.3500  |  1st Half Corners: Under 4.5 @ 1.6200,,
1-Over 3.5,3.15,1.6,4.7,Match Result: Bucheon FC 1995 @ 3.1500  |  1st Half Corners: Over 3.5 @ 1.6000,,
1-Under 3.5,3.15,2.27,7.6,Match Result: Bucheon FC 1995 @ 3.1500  |  1st Half Corners: Under 3.5 @ 2.2700,,
2-Over 3.5,2.22,1.6,3.5,Match Result: Gangwon FC @ 2.2200  |  1st Half Corners: Over 3.5 @ 1.6000,,
2-Under 3.5,2.22,2.27,5.1,Match Result: Gangwon FC @ 2.2200  |  1st Half Corners: Under 3.5 @ 2.2700,,
1-Over 3.5,2.55,1.62,4.15,Match Result: Incheon United @ 2.5500  |  1st Half Corners: Over 3.5 @ 1.6200,,
1-Under 3.5,2.55,2.22,5.5,Match Result: Incheon United @ 2.5500  |  1st Half Corners: Under 3.5 @ 2.2200,,
X-Over 3.5,2.82,1.62,4.5,Match Result: Draw @ 2.8200  |  1st Half Corners: Over 3.5 @ 1.6200,,
2-Over 3.5,3.1,1.62,5.2,Match Result: Daejeon Citizen @ 3.1000  |  1st Half Corners: Over 3.5 @ 1.6200,,
2-Under 3.5,3.1,2.22,6.8,Match Result: Daejeon Citizen @ 3.1000  |  1st Half Corners: Under 3.5 @ 2.2200,,
X-Under 3.5,2.82,2.22,6.2,Match Result: Draw @ 2.8200  |  1st Half Corners: Under 3.5 @ 2.2200,,
1-Under 4.5,1.9,1.62,3.05,Match Result: Jeonbuk Hyundai Motors @ 1.9000  |  1st Half Corners: Under 4.5 @ 1.6200,,
X-Over 4.5,3.05,2.2,6.6,Match Result: Draw @ 3.0500  |  1st Half Corners: Over 4.5 @ 2.2000,,
2-Over 4.5,4.7,2.2,10.5,Match Result: FC Anyang @ 4.7000  |  1st Half Corners: Over 4.5 @ 2.2000,,
2-Under 4.5,4.7,1.62,8,Match Result: FC Anyang @ 4.7000  |  1st Half Corners: Under 4.5 @ 1.6200,,
X-Under 4.5,3.05,1.62,4.8,Match Result: Draw @ 3.0500  |  1st Half Corners: Under 4.5 @ 1.6200,,
1-Over 4.5,2.87,1.75,4.6,Match Result: SC Preussen Münster @ 2.8700  |  1st Half Corners: Over 4.5 @ 1.7500,,
1-Under 4.5,2.87,2,5.3,Match Result: SC Preussen Münster @ 2.8700  |  1st Half Corners: Under 4.5 @ 2.0000,,
2-Over 4.5,2.37,1.75,3.9,Match Result: 1. FC Magdeburg @ 2.3700  |  1st Half Corners: Over 4.5 @ 1.7500,,
X-Over 4.5,3.6,1.75,6.3,Match Result: Draw @ 3.6000  |  1st Half Corners: Over 4.5 @ 1.7500,,
X-Under 4.5,3.6,2,7,Match Result: Draw @ 3.6000  |  1st Half Corners: Under 4.5 @ 2.0000,,
1-Over 4.5,2.77,2,5.2,Match Result: FC St. Pauli @ 2.7700  |  1st Half Corners: Over 4.5 @ 2.0000,,
1-Under 4.5,2.77,1.75,4.6,Match Result: FC St. Pauli @ 2.7700  |  1st Half Corners: Under 4.5 @ 1.7500,,
X-Under 4.5,3.05,1.75,5.4,Match Result: Draw @ 3.0500  |  1st Half Corners: Under 4.5 @ 1.7500,,
2-Under 4.5,2.77,1.75,4.65,Match Result: SC Freiburg @ 2.7700  |  1st Half Corners: Under 4.5 @ 1.7500,,
1-Over 4.5,2.87,1.95,5.3,Match Result: Jeju United @ 2.8700  |  1st Half Corners: Over 4.5 @ 1.9500,,
X-Over 4.5,3.15,1.95,5.9,Match Result: Draw @ 3.1500  |  1st Half Corners: Over 4.5 @ 1.9500,,
2-Over 4.5,2.47,1.95,4.9,Match Result: Ulsan Hyundai Horang-I @ 2.4700  |  1st Half Corners: Over 4.5 @ 1.9500,,
2-Under 4.5,2.47,1.8,4.45,Match Result: Ulsan Hyundai Horang-I @ 2.4700  |  1st Half Corners: Under 4.5 @ 1.8000,,
1-Over 4.5,3.6,1.8,5.9,Match Result: FC Augsburg @ 3.6000  |  1st Half Corners: Over 4.5 @ 1.8000,,
2-Over 4.5,1.95,1.8,3.35,Match Result: VfB Stuttgart @ 1.9500  |  1st Half Corners: Over 4.5 @ 1.8000,,
X-Under 4.5,3.85,1.93,7.4,Match Result: Draw @ 3.8500  |  1st Half Corners: Under 4.5 @ 1.9300,,
1-Over 3.5,2.92,1.62,4.6,Match Result: Pohang Steelers @ 2.9200  |  1st Half Corners: Over 3.5 @ 1.6200,,
1-Under 3.5,2.92,2.22,6.5,Match Result: Pohang Steelers @ 2.9200  |  1st Half Corners: Under 3.5 @ 2.2200,,
X-Over 3.5,2.92,1.62,4.65,Match Result: Draw @ 2.9200  |  1st Half Corners: Over 3.5 @ 1.6200,,
2-Over 3.5,2.6,1.62,4.25,Match Result: FC Seoul @ 2.6000  |  1st Half Corners: Over 3.5 @ 1.6200,,
2-Under 3.5,2.6,2.22,5.8,Match Result: FC Seoul @ 2.6000  |  1st Half Corners: Under 3.5 @ 2.2200,,
1-Over 4.5,2.3,1.75,3.7,Match Result: Fortuna Dusseldorf @ 2.3000  |  1st Half Corners: Over 4.5 @ 1.7500,,
1-Under 4.5,2.3,2,4.45,Match Result: Fortuna Dusseldorf @ 2.3000  |  1st Half Corners: Under 4.5 @ 2.0000,,
2-Over 4.5,2.92,1.75,4.8,Match Result: Hertha BSC Berlin @ 2.9200  |  1st Half Corners: Over 4.5 @ 1.7500,,
X-Over 4.5,3.65,1.75,6.5,Match Result: Draw @ 3.6500  |  1st Half Corners: Over 4.5 @ 1.7500,,
X-Under 4.5,3.65,2,6.9,Match Result: Draw @ 3.6500  |  1st Half Corners: Under 4.5 @ 2.0000,,
2-Under 4.5,2.92,2,5.5,Match Result: Hertha BSC Berlin @ 2.9200  |  1st Half Corners: Under 4.5 @ 2.0000,,
2-Over 4.5,3.2,1.95,6,Match Result: Eintracht Frankfurt @ 3.2000  |  1st Half Corners: Over 4.5 @ 1.9500,,
1-Over 4.5,1.95,2.07,3.8,Match Result: Olympique Marseille @ 1.9500  |  1st Half Corners: Over 4.5 @ 2.0700,,
1-Over 4.5,3.5,2.05,6.3,Match Result: FC Nantes @ 3.5000  |  1st Half Corners: Over 4.5 @ 2.0500,,
2-Over 4.5,2.05,2.05,4,Match Result: RC Strasbourg @ 2.0500  |  1st Half Corners: Over 4.5 @ 2.0500,,
2-Under 4.5,2.05,1.72,3.5,Match Result: RC Strasbourg @ 2.0500  |  1st Half Corners: Under 4.5 @ 1.7200,,
1-Over 4.5,1.72,1.72,2.85,Match Result: FC Utrecht @ 1.7200  |  1st Half Corners: Over 4.5 @ 1.7200,,
2-Over 4.5,5.2,1.72,7.8,Match Result: Go Ahead Eagles @ 5.2000  |  1st Half Corners: Over 4.5 @ 1.7200,,
X-Under 4.5,3.6,2.05,7.4,Match Result: Draw @ 3.6000  |  1st Half Corners: Under 4.5 @ 2.0500,,
1-Under 4.5,1.75,2.02,3.45,Match Result: NEC Nijmegen @ 1.7500  |  1st Half Corners: Under 4.5 @ 2.0200,,
2-Over 4.5,4,1.75,6.3,Match Result: SC Heerenveen @ 4.0000  |  1st Half Corners: Over 4.5 @ 1.7500,,
2-Under 4.5,4,2.02,7.2,Match Result: SC Heerenveen @ 4.0000  |  1st Half Corners: Under 4.5 @ 2.0200,,
1-Over 4.5,2.5,1.82,4.2,Match Result: FC Groningen @ 2.5000  |  1st Half Corners: Over 4.5 @ 1.8200,,
1-Under 4.5,2.5,1.91,4.5,Match Result: FC Groningen @ 2.5000  |  1st Half Corners: Under 4.5 @ 1.9100,,
X-Over 4.5,3.75,1.82,6.9,Match Result: Draw @ 3.7500  |  1st Half Corners: Over 4.5 @ 1.8200,,
2-Under 4.5,2.6,1.91,4.65,Match Result: AZ Alkmaar @ 2.6000  |  1st Half Corners: Under 4.5 @ 1.9100,,
1-Over 4.5,1.78,1.87,3.2,Match Result: Vissel Kobe @ 1.7800  |  1st Half Corners: Over 4.5 @ 1.8700,,
1-Under 4.5,1.78,1.88,3.25,Match Result: Vissel Kobe @ 1.7800  |  1st Half Corners: Under 4.5 @ 1.8800,,
X-Over 4.5,3.65,1.87,6.5,Match Result: Draw @ 3.6500  |  1st Half Corners: Over 4.5 @ 1.8700,,
2-Over 4.5,4.75,1.87,8.75,Match Result: Gamba Osaka @ 4.7500  |  1st Half Corners: Over 4.5 @ 1.8700,,
X-Over 4.5,3.65,1.91,6.7,Match Result: Draw @ 3.6500  |  1st Half Corners: Over 4.5 @ 1.9100,,
2-Over 4.5,2.25,1.91,4.1,Match Result: Sanfrecce Hiroshima @ 2.2500  |  1st Half Corners: Over 4.5 @ 1.9100,,
2-Over 4.5,2.45,1.75,4.2,Match Result: Kyoto Sanga FC @ 2.4500  |  1st Half Corners: Over 4.5 @ 1.7500,,
2-Under 4.5,2.45,2,4.65,Match Result: Kyoto Sanga FC @ 2.4500  |  1st Half Corners: Under 4.5 @ 2.0000,,
1-Over 4.5,2.62,1.95,4.85,Match Result: Avispa Fukuoka @ 2.6200  |  1st Half Corners: Over 4.5 @ 1.9500,,
X-Over 4.5,3.25,1.95,6.4,Match Result: Draw @ 3.2500  |  1st Half Corners: Over 4.5 @ 1.9500,,
1-Over 4.5,1.88,1.65,2.95,Match Result: Cerezo Osaka @ 1.8800  |  1st Half Corners: Over 4.5 @ 1.6500,,
1-Under 4.5,1.88,2.15,3.9,Match Result: Cerezo Osaka @ 1.8800  |  1st Half Corners: Under 4.5 @ 2.1500,,
2-Under 4.5,4.5,2.15,9.75,Match Result: Fagiano Okayama @ 4.5000  |  1st Half Corners: Under 4.5 @ 2.1500,,
X-Under 4.5,3.4,2.15,7.1,Match Result: Draw @ 3.4000  |  1st Half Corners: Under 4.5 @ 2.1500,,
1-Over 4.5,3.25,1.88,5.6,Match Result: Tokyo Verdy @ 3.2500  |  1st Half Corners: Over 4.5 @ 1.8800,,
1-Under 4.5,3.25,1.87,5.9,Match Result: Tokyo Verdy @ 3.2500  |  1st Half Corners: Under 4.5 @ 1.8700,,
X-Over 4.5,3.5,1.88,6.7,Match Result: Draw @ 3.5000  |  1st Half Corners: Over 4.5 @ 1.8800,,
2-Over 4.5,2.2,1.88,3.95,Match Result: Kawasaki Frontale @ 2.2000  |  1st Half Corners: Over 4.5 @ 1.8800,,
2-Under 4.5,2.2,1.87,4,Match Result: Kawasaki Frontale @ 2.2000  |  1st Half Corners: Under 4.5 @ 1.8700,,
1-Over 4.5,4.5,1.85,7.3,Match Result: JEF United Chiba @ 4.5000  |  1st Half Corners: Over 4.5 @ 1.8500,,
1-Under 4.5,4.5,1.88,7.9,Match Result: JEF United Chiba @ 4.5000  |  1st Half Corners: Under 4.5 @ 1.8800,,
X-Over 4.5,3.3,1.85,6,Match Result: Draw @ 3.3000  |  1st Half Corners: Over 4.5 @ 1.8500,,
2-Over 4.5,1.91,1.85,3.45,Match Result: FC Tokyo @ 1.9100  |  1st Half Corners: Over 4.5 @ 1.8500,,
X-Under 4.5,3.3,1.88,6.3,Match Result: Draw @ 3.3000  |  1st Half Corners: Under 4.5 @ 1.8800,,
1-Over 4.5,2.7,1.82,4.55,Match Result: Urawa Red Diamonds @ 2.7000  |  1st Half Corners: Over 4.5 @ 1.8200,,
1-Under 4.5,2.7,1.91,4.9,Match Result: Urawa Red Diamonds @ 2.7000  |  1st Half Corners: Under 4.5 @ 1.9100,,
2-Over 4.5,2.5,1.82,4.35,Match Result: Kashiwa Reysol @ 2.5000  |  1st Half Corners: Over 4.5 @ 1.8200,,
2-Under 4.5,2.5,1.91,4.75,Match Result: Kashiwa Reysol @ 2.5000  |  1st Half Corners: Under 4.5 @ 1.9100,,
1-Over 4.5,2.47,2,4.6,Match Result: Machida Zelvia @ 2.4700  |  1st Half Corners: Over 4.5 @ 2.0000,,
1-Under 4.5,2.47,1.75,4.15,Match Result: Machida Zelvia @ 2.4700  |  1st Half Corners: Under 4.5 @ 1.7500,,
X-Over 4.5,3.3,2,6.6,Match Result: Draw @ 3.3000  |  1st Half Corners: Over 4.5 @ 2.0000,,
X-Under 4.5,3.3,1.75,5.8,Match Result: Draw @ 3.3000  |  1st Half Corners: Under 4.5 @ 1.7500,,
1-Over 4.5,2.67,1.82,4.5,Match Result: Mito Hollyhock @ 2.6700  |  1st Half Corners: Over 4.5 @ 1.8200,,
1-Under 4.5,2.67,1.93,5,Match Result: Mito Hollyhock @ 2.6700  |  1st Half Corners: Under 4.5 @ 1.9300,,
X-Over 4.5,3,1.82,5.5,Match Result: Draw @ 3.0000  |  1st Half Corners: Over 4.5 @ 1.8200,,
2-Over 4.5,2.9,1.82,5.2,Match Result: Yokohama F Marinos @ 2.9000  |  1st Half Corners: Over 4.5 @ 1.8200,,
2-Under 4.5,2.9,1.93,5.3,Match Result: Yokohama F Marinos @ 2.9000  |  1st Half Corners: Under 4.5 @ 1.9300,,
X-Under 4.5,3,1.93,5.7,Match Result: Draw @ 3.0000  |  1st Half Corners: Under 4.5 @ 1.9300,,
1-Over 4.5,5,2.05,9,Match Result: FC Lorient @ 5.0000  |  1st Half Corners: Over 4.5 @ 2.0500,,
1-Under 4.5,5,1.72,8,Match Result: FC Lorient @ 5.0000  |  1st Half Corners: Under 4.5 @ 1.7200,,
2-Over 4.5,1.7,2.05,3.35,Match Result: RC Lens @ 1.7000  |  1st Half Corners: Over 4.5 @ 2.0500,,
2-Under 4.5,1.7,1.72,2.85,Match Result: RC Lens @ 1.7000  |  1st Half Corners: Under 4.5 @ 1.7200,,
X-Over 4.5,3.85,2.05,7.6,Match Result: Draw @ 3.8500  |  1st Half Corners: Over 4.5 @ 2.0500,,
X-Under 4.5,3.85,1.72,6.9,Match Result: Draw @ 3.8500  |  1st Half Corners: Under 4.5 @ 1.7200,,
1-Over 4.5,1.62,2.12,3.35,Match Result: Eintracht Frankfurt (W) @ 1.6200  |  1st Half Corners: Over 4.5 @ 2.1200,,
1-Under 4.5,1.62,1.67,2.72,Match Result: Eintracht Frankfurt (W) @ 1.6200  |  1st Half Corners: Under 4.5 @ 1.6700,,
X-Over 4.5,3.9,2.12,8.5,Match Result: Draw @ 3.9000  |  1st Half Corners: Over 4.5 @ 2.1200,,
X-Under 4.5,3.9,1.67,6.2,Match Result: Draw @ 3.9000  |  1st Half Corners: Under 4.5 @ 1.6700,,
2-Over 4.5,4.2,2.12,9,Match Result: TSG 1899 Hoffenheim (W) @ 4.2000  |  1st Half Corners: Over 4.5 @ 2.1200,,
2-Under 4.5,4.2,1.67,7.1,Match Result: TSG 1899 Hoffenheim (W) @ 4.2000  |  1st Half Corners: Under 4.5 @ 1.6700,,
1-Under 4.5,1.95,1.88,3.6,Match Result: TSV 1860 Munchen @ 1.9500  |  1st Half Corners: Under 4.5 @ 1.8800,,
2-Over 4.5,3.65,1.85,6.9,Match Result: SV Wehen Wiesbaden @ 3.6500  |  1st Half Corners: Over 4.5 @ 1.8500,,
X-Over 4.5,3.55,1.85,6.3,Match Result: Draw @ 3.5500  |  1st Half Corners: Over 4.5 @ 1.8500,,
X-Under 4.5,3.55,1.88,6.5,Match Result: Draw @ 3.5500  |  1st Half Corners: Under 4.5 @ 1.8800,,
1-Over 4.5,1.9,1.78,3.35,Match Result: 1. FC Saarbrucken @ 1.9000  |  1st Half Corners: Over 4.5 @ 1.7800,,
1-Under 4.5,1.9,1.98,3.75,Match Result: 1. FC Saarbrucken @ 1.9000  |  1st Half Corners: Under 4.5 @ 1.9800,,
2-Over 4.5,3.75,1.78,7,Match Result: SSV Jahn Regensburg @ 3.7500  |  1st Half Corners: Over 4.5 @ 1.7800,,
2-Under 4.5,3.75,1.98,7.4,Match Result: SSV Jahn Regensburg @ 3.7500  |  1st Half Corners: Under 4.5 @ 1.9800,,
X-Over 4.5,3.65,1.78,6.2,Match Result: Draw @ 3.6500  |  1st Half Corners: Over 4.5 @ 1.7800,,
X-Under 4.5,3.65,1.98,7.1,Match Result: Draw @ 3.6500  |  1st Half Corners: Under 4.5 @ 1.9800,,
1-Over 4.5,3.75,1.78,6.4,Match Result: TSV Havelse @ 3.7500  |  1st Half Corners: Over 4.5 @ 1.7800,,
1-Under 4.5,3.75,1.98,7.6,Match Result: TSV Havelse @ 3.7500  |  1st Half Corners: Under 4.5 @ 1.9800,,
2-Over 4.5,1.87,1.78,3.45,Match Result: FC Viktoria Köln @ 1.8700  |  1st Half Corners: Over 4.5 @ 1.7800,,
2-Under 4.5,1.87,1.98,3.6,Match Result: FC Viktoria Köln @ 1.8700  |  1st Half Corners: Under 4.5 @ 1.9800,,
X-Over 4.5,3.75,1.78,6.7,Match Result: Draw @ 3.7500  |  1st Half Corners: Over 4.5 @ 1.7800,,
X-Under 4.5,3.75,1.98,7.3,Match Result: Draw @ 3.7500  |  1st Half Corners: Under 4.5 @ 1.9800,,
2-Under 4.5,3.9,2.02,8.25,Match Result: SV Waldhof Mannheim @ 3.9000  |  1st Half Corners: Under 4.5 @ 2.0200,,
1-Over 4.5,1.87,1.75,3.25,Match Result: VfL Osnabruck @ 1.8700  |  1st Half Corners: Over 4.5 @ 1.7500,,
X-Over 4.5,3.55,1.75,5.9,Match Result: Draw @ 3.5500  |  1st Half Corners: Over 4.5 @ 1.7500,,
1-Under 4.5,1.72,2.05,3.55,Match Result: VfL Osnabruck @ 1.7200  |  1st Half Corners: Under 4.5 @ 2.0500,,
2-Over 4.5,4.35,1.72,7.7,Match Result: SV Waldhof Mannheim @ 4.3500  |  1st Half Corners: Over 4.5 @ 1.7200,,
X-Under 4.5,3.8,2.05,7.8,Match Result: Draw @ 3.8000  |  1st Half Corners: Under 4.5 @ 2.0500,,
1-Over 4.5,2.3,1.82,4.1,Match Result: FC Ingolstadt 04 @ 2.3000  |  1st Half Corners: Over 4.5 @ 1.8200,,
1-Under 4.5,2.3,1.93,4.5,Match Result: FC Ingolstadt 04 @ 2.3000  |  1st Half Corners: Under 4.5 @ 1.9300,,
X-Over 4.5,3.5,1.82,6.3,Match Result: Draw @ 3.5000  |  1st Half Corners: Over 4.5 @ 1.8200,,
2-Over 4.5,2.87,1.82,5.3,Match Result: TSV Alemannia Aachen @ 2.8700  |  1st Half Corners: Over 4.5 @ 1.8200,,
2-Under 4.5,2.87,1.93,5.5,Match Result: TSV Alemannia Aachen @ 2.8700  |  1st Half Corners: Under 4.5 @ 1.9300,,
X-Under 4.5,3.5,1.93,6.6,Match Result: Draw @ 3.5000  |  1st Half Corners: Under 4.5 @ 1.9300,,
1-Over 4.5,1.67,1.65,2.82,Match Result: Rot Weiss Essen @ 1.6700  |  1st Half Corners: Over 4.5 @ 1.6500,,
1-Under 4.5,1.67,2.15,3.5,Match Result: Rot Weiss Essen @ 1.6700  |  1st Half Corners: Under 4.5 @ 2.1500,,
2-Over 4.5,4.45,1.65,7.2,Match Result: FC Erzgebirge Aue @ 4.4500  |  1st Half Corners: Over 4.5 @ 1.6500,,
2-Under 4.5,4.45,2.15,10,Match Result: FC Erzgebirge Aue @ 4.4500  |  1st Half Corners: Under 4.5 @ 2.1500,,
X-Over 4.5,4,1.65,6.1,Match Result: Draw @ 4.0000  |  1st Half Corners: Over 4.5 @ 1.6500,,
X-Under 4.5,4,2.15,8.75,Match Result: Draw @ 4.0000  |  1st Half Corners: Under 4.5 @ 2.1500,,
1-Under 5.5,1.65,1.62,2.65,Match Result: Rot Weiss Essen @ 1.6500  |  1st Half Corners: Under 5.5 @ 1.6200,,
2-Under 5.5,4.6,1.62,7.5,Match Result: FC Erzgebirge Aue @ 4.6000  |  1st Half Corners: Under 5.5 @ 1.6200,,
2-Over 5.5,4.6,2.22,10.25,Match Result: FC Erzgebirge Aue @ 4.6000  |  1st Half Corners: Over 5.5 @ 2.2200,,
1-Over 4.5,2.12,1.65,3.45,Match Result: SV Waldhof Mannheim @ 2.1200  |  1st Half Corners: Over 4.5 @ 1.6500,,
1-Under 4.5,2.12,2.15,4.55,Match Result: SV Waldhof Mannheim @ 2.1200  |  1st Half Corners: Under 4.5 @ 2.1500,,
X-Over 4.5,3.55,1.65,5.8,Match Result: Draw @ 3.5500  |  1st Half Corners: Over 4.5 @ 1.6500,,
X-Under 4.5,3.55,2.15,7.5,Match Result: Draw @ 3.5500  |  1st Half Corners: Under 4.5 @ 2.1500,,
2-Over 4.5,3.15,1.65,5.1,Match Result: FC Erzgebirge Aue @ 3.1500  |  1st Half Corners: Over 4.5 @ 1.6500,,
2-Under 4.5,3.15,2.15,7,Match Result: FC Erzgebirge Aue @ 3.1500  |  1st Half Corners: Under 4.5 @ 2.1500,,
1-Over 4.5,2.05,1.8,3.7,Match Result: Hansa Rostock @ 2.0500  |  1st Half Corners: Over 4.5 @ 1.8000,,
1-Under 4.5,2.05,1.95,3.9,Match Result: Hansa Rostock @ 2.0500  |  1st Half Corners: Under 4.5 @ 1.9500,,
2-Over 4.5,3.45,1.8,6.3,Match Result: MSV Duisburg @ 3.4500  |  1st Half Corners: Over 4.5 @ 1.8000,,
2-Under 4.5,3.45,1.95,6.9,Match Result: MSV Duisburg @ 3.4500  |  1st Half Corners: Under 4.5 @ 1.9500,,
X-Over 4.5,3.4,1.8,6,Match Result: Draw @ 3.4000  |  1st Half Corners: Over 4.5 @ 1.8000,,
X-Under 4.5,3.4,1.95,6.4,Match Result: Draw @ 3.4000  |  1st Half Corners: Under 4.5 @ 1.9500,,
1-Over 4.5,3.9,1.85,7,Match Result: FC Schweinfurt 05 @ 3.9000  |  1st Half Corners: Over 4.5 @ 1.8500,,
1-Under 4.5,3.9,1.9,7.6,Match Result: FC Schweinfurt 05 @ 3.9000  |  1st Half Corners: Under 4.5 @ 1.9000,,
2-Over 4.5,1.78,1.85,3.3,Match Result: VfB Stuttgart II @ 1.7800  |  1st Half Corners: Over 4.5 @ 1.8500,,
X-Over 4.5,4,1.85,7.2,Match Result: Draw @ 4.0000  |  1st Half Corners: Over 4.5 @ 1.8500,,
